# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 7.235647180204705,10.538331055591645,2.9421188900229667,3.006152599980268,-176.3520483320705,134.7272492814066,0.026422576651599812,37.846422519109346,4.464089103597584,1.9451295333860652
 7.243310490611855,10.561053968687446,2.965156295195719,3.006194966506386,-176.31771121515447,135.4315443539635,0.026325113600753968,37.98654072935736,4.4807159167109845,2.16966457444894
 7.250942064773434,10.583857864923724,2.9880986220489727,3.0062378177175386,-176.28337676383862,136.1358394265204,0.02623959295234166,38.110347283827,4.498999890309945,2.395832525747034
 7.2585418154151045,10.606740300749685,3.0109456092537465,3.0062811639503773,-176.24903393792812,136.8401344990773,0.02616574947136374,38.21790012529233,4.518941150805173,2.6239361573110584
 7.266109654919595,10.629698832709114,3.0336969944731442,3.0063250159966,-176.21467184564156,137.54442957163417,0.02610333983708113,38.309274071490606,4.540541889950431,2.8542808198350653
 7.273645495313866,10.652731017445666,3.056352514321226,3.0063693845356494,-176.18027972956688,138.24872464419104,0.02605214129697518,38.38456073920136,4.56380632753421,3.087172281603457
 7.281149248256597,10.675834411708166,3.078911904326631,3.006414280637855,-176.14584695307926,138.95301971674792,0.026011951068625996,38.44386748851523,4.588740694216875,3.322919460830332
 7.288620825025998,10.699006572355952,3.1013748988948002,3.0064597154598025,-176.11136298721692,139.65731478930482,0.025982585254597373,38.48731718577001,4.615353214807614,3.561834591558852
 7.296060136507895,10.72224505636423,3.123741231271815,3.0065057003513083,-176.07681739798096,140.36160986186172,0.025963878229460925,38.515047373212184,4.643654096214017,3.8042339637570146
 7.3034670931840955,10.745547420829496,3.146010633509034,3.0065522468593535,-176.04219983401802,141.0659049344186,0.025955681885567822,38.52720974192674,4.673655520923571,4.050438799777841
 7.310841605120982,10.768911222974976,3.1681828364285716,3.00659936675069,-176.00750001460946,141.77020000697547,0.02595786516318967,38.52396927533471,4.70537165110303,4.300776844745315
 7.318183581958359,10.792334020156174,3.1902575695899484,3.006647072079552,-175.972707718059,142.47449507953235,0.025970313187385817,38.50550406476097,4.738818620801181,4.555580933989909
 7.325492932898493,10.815813369866424,3.21223456125633,3.006695375058614,-175.93781277023774,143.17879015208925,0.02599292685581218,38.47200453981941,4.774014561222501,4.815193675824915
 7.332769566695357,10.839346829742563,3.234113538361899,3.0067442881347546,-175.9028050335101,143.88308522464615,0.02602562252752947,38.423672630394016,4.810979596457514,5.079963657226353
 7.340013391644057,10.862931957570668,3.2558942264802666,3.0067938240664143,-175.8676743957703,144.58738029720303,0.026068331322273233,38.36072158349402,4.849735876917217,5.35025083214653
